speaker,Encounter With,season,Shared Episodes
Stanley,Kendall,5,2
Kevin,Michael & Holly,5,2
Michael & Holly,Kevin,5,2
Meredith,Michael & Holly,5,2
Michael & Holly,Meredith,5,2
Michael,Michael & Holly,5,2
Michael & Holly,Michael,5,2
Michael & Holly,Micheal,5,1
Micheal,Michael & Holly,5,1
Michael & Holly,Oscar,5,2
Oscar,Michael & Holly,5,2
Michael & Holly,Pam,5,2
Pam,Michael & Holly,5,2
Michael & Holly,Phyllis,5,2
Phyllis,Michael & Holly,5,2
Michael & Holly,Ryan,5,2
Ryan,Michael & Holly,5,2
Michael & Holly,Stanley,5,2
Stanley,Michael & Holly,5,2
All,Bob,5,1
All,Bob,8,1
Bob,All,5,1
Bob,All,8,1
All,David Wallace,5,1
All,David Wallace,9,2
David Wallace,All,5,1
David Wallace,All,9,2
All,Guy in audience,5,1
Guy in audience,All,5,1
All,Hank [the security guard],5,1
Hank [the security guard],All,5,1
All,Holly,5,1
All,Holly,7,1
Holly,All,5,1
Holly,All,7,1
All,Man on phone,5,1
Man on phone,All,5,1
All,Michael [on phone],5,1
Michael [on phone],All,5,1
All,Pam [on phone],5,1
Pam [on phone],All,5,1
All,Receptionist,5,2
All,Receptionist,7,1
All,Receptionist,8,2
Receptionist,All,5,2
Receptionist,All,7,1
Receptionist,All,8,2
Andy,Guy in audience,5,1
Guy in audience,Andy,5,1
Andy,Hank [the security guard],5,1
Hank [the security guard],Andy,5,1
Andy,Man on phone,5,2
Man on phone,Andy,5,2
Andy,Michael [on phone],5,1
Michael [on phone],Andy,5,1
Andy,Pam [on phone],5,1
Pam [on phone],Andy,5,1
Angela,Guy in audience,5,1
Guy in audience,Angela,5,1
Angela,Hank [the security guard],5,1
Hank [the security guard],Angela,5,1
Angela,Man on phone,5,1
Man on phone,Angela,5,1
Angela,Michael [on phone],5,1
Michael [on phone],Angela,5,1
Angela,Pam [on phone],5,1
Pam [on phone],Angela,5,1
Bob,David Wallace,5,1
David Wallace,Bob,5,1
Bob,Guy in audience,5,1
Guy in audience,Bob,5,1
Bob,Hank [the security guard],5,1
Hank [the security guard],Bob,5,1
Bob,Holly,5,1
Holly,Bob,5,1
Bob,Man on phone,5,1
Man on phone,Bob,5,1
Bob,Michael [on phone],5,1
Michael [on phone],Bob,5,1
Bob,Pam [on phone],5,1
Pam [on phone],Bob,5,1
Bob,Receptionist,5,1
Receptionist,Bob,5,1
Creed,Guy in audience,5,1
Guy in audience,Creed,5,1
Creed,Hank [the security guard],5,1
Hank [the security guard],Creed,5,1
Creed,Man on phone,5,2
Man on phone,Creed,5,2
Creed,Michael [on phone],5,1
Michael [on phone],Creed,5,1
Creed,Pam [on phone],5,1
Pam [on phone],Creed,5,1
Darryl,Guy in audience,5,1
Guy in audience,Darryl,5,1
Darryl,Hank [the security guard],5,1
Hank [the security guard],Darryl,5,1
Darryl,Man on phone,5,2
Man on phone,Darryl,5,2
Darryl,Michael [on phone],5,1
Michael [on phone],Darryl,5,1
Darryl,Pam [on phone],5,1
Pam [on phone],Darryl,5,1
David Wallace,Guy in audience,5,1
Guy in audience,David Wallace,5,1
David Wallace,Hank [the security guard],5,1
Hank [the security guard],David Wallace,5,1
David Wallace,Holly,5,1
Holly,David Wallace,5,1
David Wallace,Man on phone,5,1
Man on phone,David Wallace,5,1
David Wallace,Michael [on phone],5,1
Michael [on phone],David Wallace,5,1
David Wallace,Pam [on phone],5,1
Pam [on phone],David Wallace,5,1
David Wallace,Roy,5,1
Roy,David Wallace,5,1
Dwight,Guy in audience,5,1
Guy in audience,Dwight,5,1
Dwight,Hank [the security guard],5,1
Hank [the security guard],Dwight,5,1
Dwight,Man on phone,5,2
Man on phone,Dwight,5,2
Dwight,Michael [on phone],5,1
Michael [on phone],Dwight,5,1
Dwight,Pam [on phone],5,1
Pam [on phone],Dwight,5,1
Guy in audience,Hank [the security guard],5,1
Hank [the security guard],Guy in audience,5,1
Guy in audience,Holly,5,1
Holly,Guy in audience,5,1
Guy in audience,Jim,5,1
Jim,Guy in audience,5,1
Guy in audience,Kevin,5,1
Kevin,Guy in audience,5,1
Guy in audience,Man on phone,5,1
Man on phone,Guy in audience,5,1
Guy in audience,Michael,5,1
Michael,Guy in audience,5,1
Guy in audience,Michael [on phone],5,1
Michael [on phone],Guy in audience,5,1
Guy in audience,Oscar,5,1
Oscar,Guy in audience,5,1
Guy in audience,Pam,5,1
Pam,Guy in audience,5,1
Guy in audience,Pam [on phone],5,1
Pam [on phone],Guy in audience,5,1
Guy in audience,Phyllis,5,1
Phyllis,Guy in audience,5,1
Guy in audience,Receptionist,5,1
Receptionist,Guy in audience,5,1
Guy in audience,Roy,5,1
Roy,Guy in audience,5,1
Guy in audience,Stanley,5,1
Stanley,Guy in audience,5,1
Hank [the security guard],Holly,5,1
Holly,Hank [the security guard],5,1
Hank [the security guard],Jim,5,1
Jim,Hank [the security guard],5,1
Hank [the security guard],Kevin,5,1
Kevin,Hank [the security guard],5,1
Hank [the security guard],Man on phone,5,1
Man on phone,Hank [the security guard],5,1
Hank [the security guard],Michael,5,1
Michael,Hank [the security guard],5,1
Hank [the security guard],Michael [on phone],5,1
Michael [on phone],Hank [the security guard],5,1
Hank [the security guard],Oscar,5,1
Oscar,Hank [the security guard],5,1
Hank [the security guard],Pam,5,1
Pam,Hank [the security guard],5,1
Hank [the security guard],Pam [on phone],5,1
Pam [on phone],Hank [the security guard],5,1
Hank [the security guard],Phyllis,5,1
Phyllis,Hank [the security guard],5,1
Hank [the security guard],Receptionist,5,1
Receptionist,Hank [the security guard],5,1
Hank [the security guard],Roy,5,1
Roy,Hank [the security guard],5,1
Hank [the security guard],Stanley,5,1
Stanley,Hank [the security guard],5,1
Holly,Man on phone,5,1
Man on phone,Holly,5,1
Holly,Michael [on phone],5,1
Michael [on phone],Holly,5,1
Holly,Pam [on phone],5,1
Pam [on phone],Holly,5,1
Holly,Receptionist,5,1
Receptionist,Holly,5,1
Holly,Roy,5,1
Roy,Holly,5,1
Jim,Man on phone,5,2
Man on phone,Jim,5,2
Jim,Michael [on phone],5,1
Michael [on phone],Jim,5,1
Jim,Pam [on phone],5,1
Pam [on phone],Jim,5,1
Kevin,Man on phone,5,2
Man on phone,Kevin,5,2
Kevin,Michael [on phone],5,1
Michael [on phone],Kevin,5,1
Kevin,Pam [on phone],5,1
Pam [on phone],Kevin,5,1
Man on phone,Michael,5,2
Michael,Man on phone,5,2
Man on phone,Michael [on phone],5,1
Michael [on phone],Man on phone,5,1
Man on phone,Oscar,5,2
Oscar,Man on phone,5,2
Man on phone,Pam,5,2
Pam,Man on phone,5,2
Man on phone,Pam [on phone],5,1
Pam [on phone],Man on phone,5,1
Man on phone,Phyllis,5,1
Phyllis,Man on phone,5,1
Man on phone,Receptionist,5,1
Receptionist,Man on phone,5,1
Man on phone,Roy,5,1
Roy,Man on phone,5,1
Man on phone,Stanley,5,2
Stanley,Man on phone,5,2
Michael,Michael [on phone],5,1
Michael [on phone],Michael,5,1
Michael,Pam [on phone],5,1
Pam [on phone],Michael,5,1
Michael [on phone],Oscar,5,1
Oscar,Michael [on phone],5,1
Michael [on phone],Pam,5,1
Pam,Michael [on phone],5,1
Michael [on phone],Pam [on phone],5,1
Pam [on phone],Michael [on phone],5,1
Michael [on phone],Phyllis,5,1
Phyllis,Michael [on phone],5,1
Michael [on phone],Receptionist,5,1
Receptionist,Michael [on phone],5,1
Michael [on phone],Roy,5,1
Roy,Michael [on phone],5,1
Michael [on phone],Stanley,5,1
Stanley,Michael [on phone],5,1
Oscar,Pam [on phone],5,1
Pam [on phone],Oscar,5,1
Pam,Pam [on phone],5,1
Pam [on phone],Pam,5,1
Pam [on phone],Phyllis,5,1
Phyllis,Pam [on phone],5,1
Pam [on phone],Receptionist,5,1
Receptionist,Pam [on phone],5,1
Pam [on phone],Roy,5,1
Roy,Pam [on phone],5,1
Pam [on phone],Stanley,5,1
Stanley,Pam [on phone],5,1
Andy,Holly & Darryl,5,1
Holly & Darryl,Andy,5,1
Andy,Holly & Michael,5,1
Holly & Michael,Andy,5,1
Andy,Michael and Holly,5,1
Michael and Holly,Andy,5,1
Andy,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Andy,5,1
Andy,Pete,5,1
Andy,Pete,6,1
Andy,Pete,9,15
Pete,Andy,5,1
Pete,Andy,6,1
Pete,Andy,9,15
Andy,Tom,5,1
Andy,Tom,6,1
Andy,Tom,7,1
Tom,Andy,5,1
Tom,Andy,6,1
Tom,Andy,7,1
Angela,Holly & Darryl,5,1
Holly & Darryl,Angela,5,1
Angela,Holly & Michael,5,1
Holly & Michael,Angela,5,1
Angela,Michael and Holly,5,1
Michael and Holly,Angela,5,1
Angela,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Angela,5,1
Angela,Pete,5,1
Angela,Pete,6,1
Angela,Pete,9,20
Pete,Angela,5,1
Pete,Angela,6,1
Pete,Angela,9,20
Angela,Tom,5,1
Angela,Tom,6,1
Tom,Angela,5,1
Tom,Angela,6,1
Creed,Holly & Darryl,5,1
Holly & Darryl,Creed,5,1
Creed,Holly & Michael,5,1
Holly & Michael,Creed,5,1
Creed,Michael and Holly,5,1
Michael and Holly,Creed,5,1
Creed,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Creed,5,1
Creed,Pete,5,1
Creed,Pete,9,17
Pete,Creed,5,1
Pete,Creed,9,17
Creed,Tom,5,1
Creed,Tom,7,1
Tom,Creed,5,1
Tom,Creed,7,1
Darryl,Holly & Darryl,5,1
Holly & Darryl,Darryl,5,1
Darryl,Holly & Michael,5,1
Holly & Michael,Darryl,5,1
Darryl,Michael & Holly,5,1
Michael & Holly,Darryl,5,1
Darryl,Michael and Holly,5,1
Michael and Holly,Darryl,5,1
Darryl,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Darryl,5,1
Darryl,Pete,5,1
Darryl,Pete,9,19
Pete,Darryl,5,1
Pete,Darryl,9,19
Darryl,Tom,5,1
Darryl,Tom,7,1
Tom,Darryl,5,1
Tom,Darryl,7,1
Dwight,Holly & Darryl,5,1
Holly & Darryl,Dwight,5,1
Dwight,Holly & Michael,5,1
Holly & Michael,Dwight,5,1
Dwight,Michael and Holly,5,1
Michael and Holly,Dwight,5,1
Dwight,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Dwight,5,1
Dwight,Pete,5,1
Dwight,Pete,6,1
Dwight,Pete,9,20
Pete,Dwight,5,1
Pete,Dwight,6,1
Pete,Dwight,9,20
Dwight,Tom,5,1
Dwight,Tom,6,1
Dwight,Tom,7,1
Tom,Dwight,5,1
Tom,Dwight,6,1
Tom,Dwight,7,1
Holly,Holly & Darryl,5,1
Holly & Darryl,Holly,5,1
Holly,Holly & Michael,5,1
Holly & Michael,Holly,5,1
Holly,Michael and Holly,5,1
Michael and Holly,Holly,5,1
Holly,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Holly,5,1
Holly,Pete,5,1
Pete,Holly,5,1
Holly,Tom,5,1
Holly,Tom,7,1
Tom,Holly,5,1
Tom,Holly,7,1
Holly & Darryl,Holly & Michael,5,1
Holly & Michael,Holly & Darryl,5,1
Holly & Darryl,Jim,5,1
Jim,Holly & Darryl,5,1
Holly & Darryl,Kelly,5,1
Kelly,Holly & Darryl,5,1
Holly & Darryl,Kevin,5,1
Kevin,Holly & Darryl,5,1
Holly & Darryl,Meredith,5,1
Meredith,Holly & Darryl,5,1
Holly & Darryl,Michael,5,1
Michael,Holly & Darryl,5,1
Holly & Darryl,Michael & Holly,5,1
Michael & Holly,Holly & Darryl,5,1
Holly & Darryl,Michael and Holly,5,1
Michael and Holly,Holly & Darryl,5,1
Holly & Darryl,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Holly & Darryl,5,1
Holly & Darryl,Oscar,5,1
Oscar,Holly & Darryl,5,1
Holly & Darryl,Pam,5,1
Pam,Holly & Darryl,5,1
Holly & Darryl,Pete,5,1
Pete,Holly & Darryl,5,1
Holly & Darryl,Phyllis,5,1
Phyllis,Holly & Darryl,5,1
Holly & Darryl,Ryan,5,1
Ryan,Holly & Darryl,5,1
Holly & Darryl,Stanley,5,1
Stanley,Holly & Darryl,5,1
Holly & Darryl,Tom,5,1
Tom,Holly & Darryl,5,1
Holly & Michael,Jim,5,1
Jim,Holly & Michael,5,1
Holly & Michael,Kelly,5,1
Kelly,Holly & Michael,5,1
Holly & Michael,Kevin,5,1
Kevin,Holly & Michael,5,1
Holly & Michael,Meredith,5,1
Meredith,Holly & Michael,5,1
Holly & Michael,Michael,5,1
Michael,Holly & Michael,5,1
Holly & Michael,Michael & Holly,5,1
Michael & Holly,Holly & Michael,5,1
Holly & Michael,Michael and Holly,5,1
Michael and Holly,Holly & Michael,5,1
Holly & Michael,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Holly & Michael,5,1
Holly & Michael,Oscar,5,1
Oscar,Holly & Michael,5,1
Holly & Michael,Pam,5,1
Pam,Holly & Michael,5,1
Holly & Michael,Pete,5,1
Pete,Holly & Michael,5,1
Holly & Michael,Phyllis,5,1
Phyllis,Holly & Michael,5,1
Holly & Michael,Ryan,5,1
Ryan,Holly & Michael,5,1
Holly & Michael,Stanley,5,1
Stanley,Holly & Michael,5,1
Holly & Michael,Tom,5,1
Tom,Holly & Michael,5,1
Jim,Michael and Holly,5,1
Michael and Holly,Jim,5,1
Jim,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Jim,5,1
Jim,Pete,5,1
Jim,Pete,6,1
Jim,Pete,9,20
Pete,Jim,5,1
Pete,Jim,6,1
Pete,Jim,9,20
Jim,Tom,5,1
Jim,Tom,6,1
Jim,Tom,7,1
Tom,Jim,5,1
Tom,Jim,6,1
Tom,Jim,7,1
Kelly,Michael and Holly,5,1
Michael and Holly,Kelly,5,1
Kelly,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Kelly,5,1
Kelly,Pete,5,1
Kelly,Pete,6,1
Kelly,Pete,9,2
Pete,Kelly,5,1
Pete,Kelly,6,1
Pete,Kelly,9,2
Kelly,Tom,5,1
Kelly,Tom,6,1
Kelly,Tom,7,1
Tom,Kelly,5,1
Tom,Kelly,6,1
Tom,Kelly,7,1
Kevin,Michael and Holly,5,1
Michael and Holly,Kevin,5,1
Kevin,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Kevin,5,1
Kevin,Pete,5,1
Kevin,Pete,6,1
Kevin,Pete,9,20
Pete,Kevin,5,1
Pete,Kevin,6,1
Pete,Kevin,9,20
Kevin,Tom,5,1
Kevin,Tom,6,1
Kevin,Tom,7,1
Tom,Kevin,5,1
Tom,Kevin,6,1
Tom,Kevin,7,1
Meredith,Michael and Holly,5,1
Michael and Holly,Meredith,5,1
Meredith,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Meredith,5,1
Meredith,Pete,5,1
Meredith,Pete,6,1
Meredith,Pete,9,19
Pete,Meredith,5,1
Pete,Meredith,6,1
Pete,Meredith,9,19
Meredith,Tom,5,1
Meredith,Tom,6,1
Tom,Meredith,5,1
Tom,Meredith,6,1
Michael,Michael and Holly,5,1
Michael and Holly,Michael,5,1
Michael,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Michael,5,1
Michael,Pete,5,1
Michael,Pete,6,1
Michael,Pete,9,1
Pete,Michael,5,1
Pete,Michael,6,1
Pete,Michael,9,1
Michael,Tom,5,1
Michael,Tom,6,1
Michael,Tom,7,1
Tom,Michael,5,1
Tom,Michael,6,1
Tom,Michael,7,1
Michael & Holly,Michael and Holly,5,1
Michael and Holly,Michael & Holly,5,1
Michael & Holly,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Michael & Holly,5,1
Michael & Holly,Pete,5,1
Pete,Michael & Holly,5,1
Michael & Holly,Tom,5,1
Tom,Michael & Holly,5,1
Michael and Holly,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Michael and Holly,5,1
Michael and Holly,Oscar,5,1
Oscar,Michael and Holly,5,1
Michael and Holly,Pam,5,1
Pam,Michael and Holly,5,1
Michael and Holly,Pete,5,1
Pete,Michael and Holly,5,1
Michael and Holly,Phyllis,5,1
Phyllis,Michael and Holly,5,1
Michael and Holly,Ryan,5,1
Ryan,Michael and Holly,5,1
Michael and Holly,Stanley,5,1
Stanley,Michael and Holly,5,1
Michael and Holly,Tom,5,1
Tom,Michael and Holly,5,1
"Michael, Holly, and Darryl",Oscar,5,1
Oscar,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Pam,5,1
Pam,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Pete,5,1
Pete,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Phyllis,5,1
Phyllis,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Ryan,5,1
Ryan,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Stanley,5,1
Stanley,"Michael, Holly, and Darryl",5,1
"Michael, Holly, and Darryl",Tom,5,1
Tom,"Michael, Holly, and Darryl",5,1
Oscar,Pete,5,1
Oscar,Pete,6,1
Oscar,Pete,9,20
Pete,Oscar,5,1
Pete,Oscar,6,1
Pete,Oscar,9,20
Oscar,Tom,5,1
Oscar,Tom,6,1
Oscar,Tom,7,1
Tom,Oscar,5,1
Tom,Oscar,6,1
Tom,Oscar,7,1
Pam,Pete,5,1
Pam,Pete,6,1
Pam,Pete,9,20
Pete,Pam,5,1
Pete,Pam,6,1
Pete,Pam,9,20
Pam,Tom,5,1
Pam,Tom,6,1
Pam,Tom,7,1
Tom,Pam,5,1
Tom,Pam,6,1
Tom,Pam,7,1
Pete,Phyllis,5,1
Pete,Phyllis,6,1
Pete,Phyllis,9,17
Phyllis,Pete,5,1
Phyllis,Pete,6,1
Phyllis,Pete,9,17
Pete,Ryan,5,1
Pete,Ryan,6,1
Pete,Ryan,9,2
Ryan,Pete,5,1
Ryan,Pete,6,1
Ryan,Pete,9,2
Pete,Stanley,5,1
Pete,Stanley,6,1
Pete,Stanley,9,18
Stanley,Pete,5,1
Stanley,Pete,6,1
Stanley,Pete,9,18
Pete,Tom,5,1
Pete,Tom,6,1
Tom,Pete,5,1
Tom,Pete,6,1
Phyllis,Tom,5,1
Phyllis,Tom,6,1
Phyllis,Tom,7,1
Tom,Phyllis,5,1
Tom,Phyllis,6,1
Tom,Phyllis,7,1
Ryan,Tom,5,1
Ryan,Tom,6,1
Ryan,Tom,7,1
Tom,Ryan,5,1
Tom,Ryan,6,1
Tom,Ryan,7,1
Stanley,Tom,5,1
Stanley,Tom,6,1
Stanley,Tom,7,1
Tom,Stanley,5,1
Tom,Stanley,6,1
Tom,Stanley,7,1
Alex,Andy,5,1
Andy,Alex,5,1
Alex,Angela,5,1
Angela,Alex,5,1
Alex,Customer,5,1
Customer,Alex,5,1
Alex,Darryl,5,1
Darryl,Alex,5,1
Alex,Dwight,5,1
Dwight,Alex,5,1
Alex,Dwight ,5,1
Dwight ,Alex,5,1
Alex,Group,5,1
Group,Alex,5,1
Alex,Jim,5,1
Jim,Alex,5,1
Alex,Jim and Pam,5,1
Jim and Pam,Alex,5,1
Alex,Kelly,5,1
Kelly,Alex,5,1
Alex,Kevin,5,1
Kevin,Alex,5,1
Alex,Kevin & Andy,5,1
Kevin & Andy,Alex,5,1
Alex,Meredith,5,1
Meredith,Alex,5,1
Alex,Michael,5,1
Michael,Alex,5,1
Alex,Mother,5,1
Mother,Alex,5,1
Alex,Pam,5,1
Pam,Alex,5,1
Alex,Phyllis,5,1
Phyllis,Alex,5,1
Alex,Ryan,5,1
Ryan,Alex,5,1
Alex,Stanley,5,1
Stanley,Alex,5,1
Alex,Stanley & Phyllis,5,1
Stanley & Phyllis,Alex,5,1
Andy,Customer,5,1
Andy,Customer,6,1
Andy,Customer,7,1
Customer,Andy,5,1
Customer,Andy,6,1
Customer,Andy,7,1
Andy,Jim and Pam,5,1
Andy,Jim and Pam,7,2
Jim and Pam,Andy,5,1
Jim and Pam,Andy,7,2
Andy,Kevin & Andy,5,1
Kevin & Andy,Andy,5,1
Andy,Mother,5,1
Mother,Andy,5,1
Andy,Stanley & Phyllis,5,1
Stanley & Phyllis,Andy,5,1
Angela,Customer,5,1
Angela,Customer,6,1
Angela,Customer,7,1
Customer,Angela,5,1
Customer,Angela,6,1
Customer,Angela,7,1
Angela,Kevin & Andy,5,1
Kevin & Andy,Angela,5,1
Angela,Mother,5,1
Mother,Angela,5,1
Angela,Stanley & Phyllis,5,1
Stanley & Phyllis,Angela,5,1
Customer,Darryl,5,1
Customer,Darryl,6,1
Customer,Darryl,7,1
Darryl,Customer,5,1
Darryl,Customer,6,1
Darryl,Customer,7,1
Customer,Dwight,5,1
Customer,Dwight,6,1
Customer,Dwight,7,1
Dwight,Customer,5,1
Dwight,Customer,6,1
Dwight,Customer,7,1
Customer,Dwight ,5,1
Dwight ,Customer,5,1
Customer,Group,5,1
Group,Customer,5,1
Customer,Jim,5,1
Customer,Jim,6,1
Customer,Jim,7,1
Jim,Customer,5,1
Jim,Customer,6,1
Jim,Customer,7,1
Customer,Jim and Pam,5,1
Jim and Pam,Customer,5,1
Customer,Kelly,5,1
Customer,Kelly,6,1
Customer,Kelly,7,1
Kelly,Customer,5,1
Kelly,Customer,6,1
Kelly,Customer,7,1
Customer,Kevin,5,1
Customer,Kevin,6,1
Customer,Kevin,7,1
Kevin,Customer,5,1
Kevin,Customer,6,1
Kevin,Customer,7,1
Customer,Kevin & Andy,5,1
Kevin & Andy,Customer,5,1
Customer,Meredith,5,1
Customer,Meredith,6,1
Customer,Meredith,7,1
Meredith,Customer,5,1
Meredith,Customer,6,1
Meredith,Customer,7,1
Customer,Michael,5,1
Customer,Michael,6,1
Customer,Michael,7,1
Michael,Customer,5,1
Michael,Customer,6,1
Michael,Customer,7,1
Customer,Mother,5,1
Mother,Customer,5,1
Customer,Pam,5,1
Customer,Pam,6,1
Customer,Pam,7,1
Pam,Customer,5,1
Pam,Customer,6,1
Pam,Customer,7,1
Customer,Phyllis,5,1
Customer,Phyllis,6,1
Customer,Phyllis,7,1
Phyllis,Customer,5,1
Phyllis,Customer,6,1
Phyllis,Customer,7,1
Customer,Ryan,5,1
Customer,Ryan,6,1
Customer,Ryan,7,1
Ryan,Customer,5,1
Ryan,Customer,6,1
Ryan,Customer,7,1
Customer,Stanley,5,1
Customer,Stanley,6,1
Stanley,Customer,5,1
Stanley,Customer,6,1
Customer,Stanley & Phyllis,5,1
Stanley & Phyllis,Customer,5,1
Darryl,Group,5,2
Darryl,Group,8,3
Darryl,Group,9,3
Group,Darryl,5,2
Group,Darryl,8,3
Group,Darryl,9,3
Darryl,Jim and Pam,5,1
Darryl,Jim and Pam,7,2
Jim and Pam,Darryl,5,1
Jim and Pam,Darryl,7,2
Darryl,Kevin & Andy,5,1
Kevin & Andy,Darryl,5,1
Darryl,Mother,5,1
Mother,Darryl,5,1
Darryl,Stanley & Phyllis,5,1
Stanley & Phyllis,Darryl,5,1
Dwight,Kevin & Andy,5,1
Kevin & Andy,Dwight,5,1
Dwight,Mother,5,1
Mother,Dwight,5,1
Dwight,Stanley & Phyllis,5,1
Stanley & Phyllis,Dwight,5,1
Dwight ,Group,5,1
Group,Dwight ,5,1
Dwight ,Jim and Pam,5,1
Jim and Pam,Dwight ,5,1
Dwight ,Kevin & Andy,5,1
Kevin & Andy,Dwight ,5,1
Dwight ,Meredith,5,1
Meredith,Dwight ,5,1
Dwight ,Mother,5,1
Mother,Dwight ,5,1
Dwight ,Stanley & Phyllis,5,1
Stanley & Phyllis,Dwight ,5,1
Group,Jim and Pam,5,1
Jim and Pam,Group,5,1
Group,Kevin & Andy,5,1
Kevin & Andy,Group,5,1
Group,Mother,5,1
Mother,Group,5,1
Group,Stanley & Phyllis,5,1
Stanley & Phyllis,Group,5,1
Jim,Kevin & Andy,5,1
Kevin & Andy,Jim,5,1
Jim,Mother,5,1
Mother,Jim,5,1
Jim,Stanley & Phyllis,5,1
Stanley & Phyllis,Jim,5,1
Jim and Pam,Kevin & Andy,5,1
Kevin & Andy,Jim and Pam,5,1
Jim and Pam,Mother,5,1
Mother,Jim and Pam,5,1
Jim and Pam,Stanley & Phyllis,5,1
Stanley & Phyllis,Jim and Pam,5,1
Kelly,Kevin & Andy,5,1
Kevin & Andy,Kelly,5,1
Kelly,Mother,5,1
Mother,Kelly,5,1
Kelly,Stanley & Phyllis,5,1
Stanley & Phyllis,Kelly,5,1
Kevin,Kevin & Andy,5,1
Kevin & Andy,Kevin,5,1
Kevin,Mother,5,1
Mother,Kevin,5,1
Kevin,Stanley & Phyllis,5,1
Stanley & Phyllis,Kevin,5,1
Kevin & Andy,Meredith,5,1
Meredith,Kevin & Andy,5,1
Kevin & Andy,Michael,5,1
Michael,Kevin & Andy,5,1
Kevin & Andy,Mother,5,1
Mother,Kevin & Andy,5,1
Kevin & Andy,Pam,5,1
Pam,Kevin & Andy,5,1
Kevin & Andy,Phyllis,5,1
Phyllis,Kevin & Andy,5,1
Kevin & Andy,Ryan,5,1
Ryan,Kevin & Andy,5,1
Kevin & Andy,Stanley,5,1
Stanley,Kevin & Andy,5,1
Kevin & Andy,Stanley & Phyllis,5,1
Stanley & Phyllis,Kevin & Andy,5,1
Meredith,Mother,5,1
Mother,Meredith,5,1
Meredith,Stanley & Phyllis,5,1
Stanley & Phyllis,Meredith,5,1
Michael,Mother,5,1
Mother,Michael,5,1
Michael,Stanley & Phyllis,5,1
Stanley & Phyllis,Michael,5,1
Mother,Pam,5,1
Pam,Mother,5,1
Mother,Phyllis,5,1
Phyllis,Mother,5,1
Mother,Ryan,5,1
Ryan,Mother,5,1
Mother,Stanley,5,1
Stanley,Mother,5,1
Mother,Stanley & Phyllis,5,1
Stanley & Phyllis,Mother,5,1
Pam,Stanley & Phyllis,5,1
Stanley & Phyllis,Pam,5,1
Phyllis,Stanley & Phyllis,5,1
Stanley & Phyllis,Phyllis,5,1
Ryan,Stanley & Phyllis,5,1
Stanley & Phyllis,Ryan,5,1
Stanley,Stanley & Phyllis,5,1
Stanley & Phyllis,Stanley,5,1
Andy,Beth,5,1
Beth,Andy,5,1
Andy,Client,5,1
Andy,Client,7,1
Andy,Client,8,1
Client,Andy,5,1
Client,Andy,7,1
Client,Andy,8,1
Andy,Concierge,5,1
Concierge,Andy,5,1
Andy,Concierge Marie,5,1
Concierge Marie,Andy,5,1
Andy,Dacvid Walalce,5,1
Dacvid Walalce,Andy,5,1
Andy,Dacvid Wallace,5,1
Dacvid Wallace,Andy,5,1
Andy,David Wallcve,5,1
David Wallcve,Andy,5,1
Andy,Guy at table,5,1
Guy at table,Andy,5,1
Andy,Marie,5,1
Marie,Andy,5,1
Andy,Stewardess,5,1
Stewardess,Andy,5,1
Angela,Beth,5,1
Beth,Angela,5,1
Angela,Client,5,1
Angela,Client,7,1
Client,Angela,5,1
Client,Angela,7,1
Angela,Concierge,5,1
Concierge,Angela,5,1
Angela,Concierge Marie,5,1
Concierge Marie,Angela,5,1
Angela,Dacvid Walalce,5,1
Dacvid Walalce,Angela,5,1
Angela,Dacvid Wallace,5,1
Dacvid Wallace,Angela,5,1
Angela,David Wallcve,5,1
David Wallcve,Angela,5,1
Angela,Guy at table,5,1
Guy at table,Angela,5,1
Angela,Marie,5,1
Marie,Angela,5,1
Angela,Stewardess,5,1
Stewardess,Angela,5,1
Beth,Client,5,1
Client,Beth,5,1
Beth,Concierge,5,1
Concierge,Beth,5,1
Beth,Concierge Marie,5,1
Concierge Marie,Beth,5,1
Beth,Creed,5,1
Creed,Beth,5,1
Beth,Dacvid Walalce,5,1
